path,category
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0908.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0909.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0910.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0911.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0912.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0913.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0914.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0915.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0916.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0917.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0918.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0919.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0920.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0921.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0922.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0923.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0924.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0925.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0926.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0927.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0928.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0929.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0930.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0931.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0932.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0933.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0934.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0935.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0936.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0937.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0938.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0939.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0940.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0941.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0942.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0943.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0944.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0945.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0946.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0947.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0948.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0949.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0950.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0951.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0952.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0953.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0954.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0955.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0956.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0957.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0958.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0959.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0960.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0961.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0962.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0963.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0964.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0965.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0966.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0967.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0968.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0969.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0970.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0971.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0972.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0973.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0974.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0975.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0976.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0977.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0978.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0979.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0980.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0981.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0982.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0983.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0984.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0985.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0986.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0987.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0988.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0989.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0990.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0991.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0992.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0993.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0994.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0995.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0996.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0997.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0998.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\0999.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1000.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1001.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1002.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1003.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1004.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1005.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1006.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1007.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1008.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1009.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1010.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1011.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1012.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1013.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1014.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1015.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1016.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1017.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1018.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1019.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1020.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1021.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1022.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1023.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1024.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1025.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1026.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1027.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1028.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1029.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1030.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1031.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1032.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1033.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1034.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1035.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1036.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1037.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1038.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1039.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1040.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1041.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1042.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1043.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1044.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1045.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1046.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1047.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1048.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1049.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1050.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1051.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1052.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1053.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1054.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1055.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1056.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1057.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1058.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1059.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1060.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1061.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1062.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1063.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1064.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1065.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1066.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1067.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1068.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1069.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1070.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1071.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1072.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1073.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1074.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1075.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1076.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1077.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1078.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1079.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1080.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1081.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1082.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1083.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1084.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1085.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1086.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1087.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1088.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1089.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1090.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1091.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1092.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1093.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1094.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1095.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1096.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1097.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1098.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1099.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1100.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1101.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1102.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\gunshots\1103.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1132.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1133.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1134.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1135.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1136.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1137.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1138.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1139.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1140.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1141.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1142.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1143.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1144.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1145.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1146.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1147.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1148.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1149.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1150.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1151.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1152.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1153.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1154.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1155.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1156.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1157.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1158.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1159.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1160.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1161.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1162.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1163.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1164.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1165.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1166.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1167.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1168.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1169.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1170.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1171.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1172.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1173.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1174.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1175.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1176.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1177.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1178.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1179.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1180.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1181.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1182.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1183.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1184.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1185.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1186.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1187.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1188.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1189.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1190.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1191.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1192.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1193.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1194.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1195.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1196.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1197.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1198.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1199.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1200.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1201.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1202.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1203.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1204.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1205.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1206.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1207.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1208.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1209.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1210.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1211.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1212.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1213.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1214.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1215.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1216.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1217.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1218.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1219.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1220.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1221.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1222.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1223.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1224.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1225.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1226.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1227.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1228.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1229.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1230.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1231.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1232.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1233.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1234.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1235.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1236.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1237.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1238.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1239.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1240.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1241.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1242.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1243.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1244.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1245.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1246.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1247.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1248.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1249.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1250.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1251.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1252.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1253.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1254.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1255.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1256.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1257.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1258.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1259.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1260.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1261.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1262.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1263.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1264.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1265.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1266.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1267.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1268.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1269.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1270.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1271.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1272.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1273.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1274.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1275.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1276.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1277.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1278.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1279.wav,impulsive
data\raw\noise\dataset_acoustix\Impact-set\train\knocks\1280.wav,impulsive
